"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:668","22 m²","udzial","1 ","do zamieszkania","parter/1","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ",NA,"dom wolnostojacy","plastikowe","nie",NA,NA,"meble",NA,"frontend.ad.table-information-value-building_material-69-wood","185 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-bronowice-po-remoncie-gotowa-do-wejscia-ID4bnGb","lublin","2021-06-01"
"1:669","32 m²","pelna wlasnosc","1 ","do remontu","3/3","balkon","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","kamienica","drewniane","nie",NA,"domofon / wideofon","piekarnik, kuchenka","piwnica","inne","299 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32m-w-centrum-doskonala-lokalizacja-i-ID4eqcT","lublin","2021-12-01"
"1:670","36,62 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","1 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica","inne","270 988 zl","https://www.otodom.pl/pl/oferta/bronowice-nowa-inwestycja-36-6m2-bez-pcc-ID4ehm6","lublin","2021-11-19"
"1:671","35,29 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","zapytaj","zapytaj","zapytaj","zapytaj","kotlownia","wtórny","biuro nieruchomosci ","1960","kamienica","plastikowe","nie",NA,NA,"meble","piwnica, oddzielna kuchnia",NA,"285 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-po-remoncie-ID4eh80","lublin",NA
"1:672","29,49 m²","pelna wlasnosc","1 ","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"280 155 zl","https://www.otodom.pl/pl/oferta/mieszkanie-29-49-m-lublin-ID4eh1q","lublin",NA
"1:673","35,38 m²","zapytaj","1 ","do wykonczenia","1/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-north-park-b88-ID4aclR","lublin",NA
"1:674","25,43 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","zapytaj","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie",NA,NA,NA,NA,NA,"299 999 zl","https://www.otodom.pl/pl/oferta/lokale-mieszkalne-w-nowym-budynku-srodmiescie-ID4eals","lublin",NA
"1:675","25,54 m²","pelna wlasnosc","1 ","zapytaj","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"242 630 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25-54-m-lublin-ID4e7o8","lublin",NA
"1:676","28,62 m²","zapytaj","1 ","zapytaj","parter/5","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","internet",NA,NA,"piwnica",NA,"257 580 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-29m2-balkon-5m2-czuby-2022r-ID4e3Sh","lublin",NA
"1:677","25,54 m²","pelna wlasnosc","1 ","zapytaj","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"242 630 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25-54-m-lublin-ID4e3ga","lublin",NA
"1:678","30 m²","zapytaj","1 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1940","kamienica","plastikowe","nie",NA,NA,NA,"piwnica",NA,"216 900 zl","https://www.otodom.pl/pl/oferta/przytulna-kawalerka-30m-bardzo-tanio-bez-czynszu-ID4e29o","lublin","2021-11-02"
"1:679","36,84 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"324 192 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-37m2-czuby-2023r-ID4dZYp","lublin",NA
"1:680","36,72 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"323 136 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-37m2-czuby-2023r-ID4dZWz","lublin",NA
"1:681","36,64 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"322 432 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-37m2-czuby-2023r-ID4dZWy","lublin",NA
"1:682","37,3 m²","pelna wlasnosc","2 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"328 240 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-37m2-czuby-2023r-ID4dZWv","lublin",NA
"1:683","36,23 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"318 824 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-36m2-czuby-2023r-ID4dXKH","lublin",NA
"1:684","34,79 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","330 505 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu82a-ID4dztP","lublin",NA
"1:685","29,49 m²","pelna wlasnosc","1 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"280 155 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-30m2-czuby-2023r-ID4dVTc","lublin",NA
"1:686","30,01 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"285 095 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-30m2-czuby-2023r-ID4dVS2","lublin",NA
"1:687","25,46 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"241 870 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-25m2-ogrodek-czuby-2023r-ID4dVKC","lublin",NA
"1:688","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"242 630 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-25m2-czuby-koniec-2023r-ID4dVKB","lublin",NA
"1:689","34,47 m²","pelna wlasnosc","2 ","zapytaj","5/5","balkon","350 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","305 473,14 zl","https://www.otodom.pl/pl/oferta/2-pokoje-czechow-ID4dToP","lublin",NA
"1:690","35,38 m²","zapytaj","1 ","do wykonczenia","2/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-north-park-b95-ID4acj2","lublin",NA
"1:691","31,49 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,NA,NA,NA,NA,"267 665 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-czubach-ID4dDhT","lublin",NA
"1:692","33,05 m²","pelna wlasnosc","1 ","zapytaj","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,"monitoring / ochrona",NA,"piwnica, oddzielna kuchnia",NA,"327 195 zl","https://www.otodom.pl/pl/oferta/mieszkanie-33-05-m-lublin-ID4dDaK","lublin",NA
"1:693","32,4 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","zapytaj","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak",NA,"monitoring / ochrona",NA,"piwnica, oddzielna kuchnia","inne","320 760 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32-40-m-lublin-ID4dCPE","lublin",NA
"1:694","36,18 m²","pelna wlasnosc","2 ","zapytaj","parter/5","zapytaj","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak",NA,"monitoring / ochrona",NA,"piwnica, oddzielna kuchnia","cegla","358 182 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-18-m-lublin-ID4dzYW","lublin",NA
"1:695","31,51 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","300 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica, oddzielna kuchnia","cegla","279 241,62 zl","https://www.otodom.pl/pl/oferta/nowy-apartament-czechow-ID4dzYR","lublin",NA
"1:696","36,47 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","397 523 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u35a-ID4dztm","lublin",NA
"1:697","34,79 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","330 505 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu78a-ID4dxCd","lublin",NA
"1:698","36,47 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","397 523 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u27a-ID4dxBh","lublin",NA
"1:699","32,99 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","326 601 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu41a-ID4dxB4","lublin",NA
"1:700","31,46 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","342 914 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu19a-ID4dxAb","lublin",NA
"1:701","31,91 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","315 909 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u40a-ID4dxzi","lublin",NA
"1:702","34,79 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","344 421 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu74a-ID4dxdQ","lublin",NA
"1:703","31,35 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","310 365 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u19a-ID4dxdm","lublin",NA
"1:704","31,91 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","315 909 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u36a-ID4dxcG","lublin",NA
"1:705","34,79 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","344 421 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u70a-ID4dvBo","lublin",NA
"1:706","31,93 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","348 037 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u10a-ID4dvB7","lublin",NA
"1:707","31,51 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","343 459 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u10b-ID4dvB8","lublin",NA
"1:708","33,45 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","331 155 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu33b-ID4dvAd","lublin",NA
"1:709","31,91 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","315 909 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu32a-ID4dvA1","lublin",NA
"1:710","36,47 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","397 523 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u43a-ID4dwXG","lublin",NA
"1:711","31,91 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","315 909 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u48a-ID4dwpR","lublin",NA
"1:712","31,93 m²","zapytaj","1 ","zapytaj","parter/6","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"277 791 zl","https://www.otodom.pl/pl/oferta/mieszkanie-31-93-m-lublin-ID4dktD","lublin",NA
"1:713","30,89 m²","zapytaj","1 ","zapytaj","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"259 476 zl","https://www.otodom.pl/pl/oferta/mieszkanie-30-89-m-lublin-ID4dktr","lublin",NA
"1:714","37 m²","zapytaj","1 ","do wykonczenia","2/11","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-north-park-a21-ID4acjq","lublin",NA
"1:715","33,97 m²","zapytaj","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Film","zapytaj","pierwotny","deweloper","2021","blok",NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,"290 000 zl","https://www.otodom.pl/pl/oferta/osiedle-nowy-standard-praktyczne-mieszkanie-b8-21-ID4cPbG","lublin",NA
"1:716","33,97 m²","zapytaj","2 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Film","zapytaj","pierwotny","deweloper","2021","blok",NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,"290 000 zl","https://www.otodom.pl/pl/oferta/osiedle-nowy-standard-praktyczne-mieszkanie-b8-9-ID4cP6m","lublin",NA
"1:717","30,89 m²","pelna wlasnosc","1 ","zapytaj","1/6","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"259 476 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-31m2-czuby-styczen-2023r-ID4ciXr","lublin",NA
"1:718","31,93 m²","pelna wlasnosc","1 ","zapytaj","1/6","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"271 405 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-32m2-czuby-styczen-2023r-ID4ciXq","lublin",NA
"1:719","34 m²","pelna wlasnosc","1 ","zapytaj","7/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,NA,"259 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-pieknym-widokiem-o-wprowadzenia-od-lip-ID4bUPy","lublin",NA
"1:720","33,47 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","240 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","inne","284 495 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-widok-na-poludnie-las-weglinek-ID4bPbr","lublin","2023-06-01"
"1:721","28,82 m²","pelna wlasnosc","1 ","zapytaj","parter/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"259 380 zl","https://www.otodom.pl/pl/oferta/mieszkanie-28-82-m-lublin-ID4bKw1","lublin",NA
"1:722","28,15 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","170 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","inne","225 200 zl","https://www.otodom.pl/pl/oferta/nowa-dwustronna-kawalerka-super-okolica-weglinek-ID4bxwN","lublin","2023-06-01"
"1:723","35,17 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","210 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","inne","263 775 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-pieknej-okolicy-weglinek-ID4bsFe","lublin","2023-06-01"
"1:724","29,75 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","balkon","180 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","inne","232 050 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-we-wspanialej-okolicy-weglinek-ID4bpiY","lublin","2023-06-01"
